JNose-AR,Manual-AR,JNose-CTL,Manual-CTL,JNose-CI,Manual-CI,JNose-DA,Manual-DA,JNose-MNT,Manual-MNT,JNose-VT,Manual-VT,JNose-ST,Manual-ST,JNose-EmT,Manual-EmT,JNose-UT,Manual-UT,JNose-PS,Manual-PS,JNose-ECT,Manual-ECT,JNose-SE,Manual-SE,JNose-RA,Manual-RA,JNose-RO,Manual-RO,JNose-GF,Manual-GF,JNose-MG,Manual-MG,JNose-LT,Manual-LT,JNose-ET,Manual-ET
TRUE,TRUE,TRUE,TRUE,,,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,TRUE,,,,,,,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TRUE,TRUE,TRUE,TRUE,,,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
TRUE,TRUE,TRUE,TRUE,,,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
TRUE,TRUE,TRUE,TRUE,,,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
TRUE,TRUE,TRUE,TRUE,,,TRUE,TRUE,FALSE,TRUE,,,,,,,,,,,,,,,,,FALSE,TRUE,TRUE,TRUE,,,TRUE,TRUE,TRUE,TRUE
TRUE,TRUE,TRUE,TRUE,,,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,FALSE,TRUE,TRUE,TRUE,,,TRUE,TRUE,TRUE,TRUE
TRUE,TRUE,TRUE,TRUE,,,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,TRUE,TRUE,TRUE,TRUE
TRUE,TRUE,TRUE,TRUE,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,TRUE,TRUE,TRUE,TRUE
TRUE,TRUE,TRUE,TRUE,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,TRUE,TRUE,TRUE,TRUE
TRUE,TRUE,TRUE,TRUE,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,TRUE,TRUE,TRUE,TRUE
TRUE,TRUE,TRUE,TRUE,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE
TRUE,TRUE,TRUE,TRUE,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,TRUE
TRUE,TRUE,TRUE,TRUE,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,TRUE
TRUE,TRUE,TRUE,TRUE,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,TRUE,TRUE
TRUE,TRUE,TRUE,TRUE,,,,,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE
TRUE,TRUE,TRUE,TRUE,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE
TRUE,TRUE,TRUE,TRUE,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE
TRUE,TRUE,TRUE,TRUE,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE
TRUE,TRUE,TRUE,TRUE,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE
TRUE,TRUE,TRUE,TRUE,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
TRUE,TRUE,TRUE,TRUE,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE
TRUE,TRUE,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
TRUE,TRUE,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
TRUE,TRUE,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
TRUE,TRUE,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
TRUE,TRUE,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
TRUE,TRUE,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
TRUE,TRUE,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
TRUE,TRUE,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
TRUE,TRUE,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
TRUE,TRUE,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
TRUE,TRUE,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
TRUE,TRUE,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
TRUE,TRUE,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
TRUE,TRUE,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
TRUE,TRUE,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
TRUE,TRUE,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
